trending_month,category,cat_cnt,avg_comment_cnt,avg_likes_cnt,contry
18-03,Film & Animation,336,2435.776785714286,23954.717261904763,Germany
18-03,Gaming,268,1896.0149253731342,10868.555970149253,Germany
18-03,Howto & Style,286,511.2062937062937,5306.902097902098,Germany
18-03,Music,351,9349.871794871795,101104.8433048433,Germany
18-03,News & Politics,503,1579.606361829026,4321.093439363817,Germany
18-03,Nonprofits & Activism,43,9860.627906976744,45886.41860465116,Germany
18-03,People & Blogs,858,1194.5920745920746,8533.861305361306,Germany
18-03,Pets & Animals,39,2657.8205128205127,12060.333333333334,Germany
18-03,Science & Technology,131,984.2824427480916,7344.099236641221,Germany
18-03,Shows,8,1048.125,6126.875,Germany
18-03,Sports,379,2104.4036939313983,21070.61741424802,Germany
18-03,Trailers,1,0.0,0.0,Germany
18-03,Travel & Events,26,727.7307692307693,5903.307692307692,Germany
18-04,Autos & Vehicles,44,428.59090909090907,3391.431818181818,Germany
18-04,Comedy,124,3005.3387096774195,26861.677419354837,Germany
18-04,Education,31,778.1290322580645,10980.645161290322,Germany
18-04,Entertainment,609,1907.367816091954,15496.430213464697,Germany
18-04,Film & Animation,84,2678.964285714286,23074.428571428572,Germany
18-04,Gaming,52,1005.5192307692307,10654.615384615385,Germany
18-04,Howto & Style,78,3624.269230769231,23375.653846153848,Germany
18-04,Music,124,9452.491935483871,109331.2258064516,Germany
18-04,News & Politics,139,1357.2877697841727,5665.676258992806,Germany
18-04,Nonprofits & Activism,13,4680.307692307692,22955.0,Germany
18-04,People & Blogs,285,1133.3894736842105,9640.017543859649,Germany
18-04,Pets & Animals,12,565.25,4409.75,Germany
18-04,Science & Technology,41,739.1463414634146,4294.951219512195,Germany
18-04,Shows,3,276.6666666666667,2418.0,Germany
18-04,Sports,152,1404.1776315789473,11020.822368421053,Germany
18-04,Travel & Events,7,505.42857142857144,2980.0,Germany
